graph_id,nodes,edges,density,radius,diameter,avg_degree,degree_variance,max_degree,global_clustering,avg_clustering,freeman_centralization,avg_betweenness,avg_closeness,avg_pagerank,degree_entropy,assortativity,avg_shortest_path,transitivity,edge_connectivity,node_connectivity,spectral_radius,label
46,150,1644,0.14711409395973155,2,3,21.92,15.780266666666666,32,0.1451259275916348,0.14525698147523908,0.06856520950480682,0.006005199830703187,0.5298555600387914,0.006666666666666666,3.920463086850687,-0.006472786485010093,1.8887695749440716,0.1451259275916348,11,11,22.659360213566686,ER
47,150,782,0.06997762863534676,3,4,10.426666666666666,9.764622222222222,22,0.0618213228035538,0.06142865585280446,0.07872301832033375,0.009336719269605175,0.4211345208024597,0.006666666666666667,3.5478573811394587,-0.09051025692683799,2.381834451901566,0.0618213228035538,5,5,11.36356239537051,ER
48,150,1322,0.11829977628635346,2,3,17.626666666666665,13.433955555555556,30,0.1158865495040891,0.11655873143103847,0.08416470161436604,0.006684805610980108,0.5035450594871215,0.006666666666666667,3.7838700651974873,-0.01829276337145958,1.989351230425056,0.1158865495040891,8,8,18.405078751891082,ER
49,150,1582,0.14156599552572707,2,3,21.093333333333334,20.61795555555555,33,0.14723705525889483,0.14582318270046557,0.08099038635951387,0.006101940867041538,0.5260404074556995,0.006666666666666667,4.0715289436118915,0.02317377663157053,1.9030872483221477,0.14723705525889483,9,9,22.129586274641973,ER
0,150,600,0.053691275167785234,4,4,8.0,2.1733333333333333,13,0.18977767591107036,0.1997336737336737,0.03401052058770179,0.01201644597617752,0.3606743073092307,0.006666666666666667,2.5649676951085065,-0.05456306903220634,2.778434004474273,0.18977767591107036,5,5,8.291686723570216,WS
1,150,600,0.053691275167785234,4,5,8.0,2.5866666666666664,13,0.20755575785161584,0.224008954008954,0.03401052058770179,0.012227462361690549,0.3569659345703399,0.006666666666666667,2.6947109381757586,-0.044821509658760805,2.8096644295302013,0.20755575785161584,5,5,8.356753376767827,WS
2,150,600,0.053691275167785234,4,5,8.0,2.4,13,0.2047945205479452,0.21765978465978464,0.03401052058770179,0.01216699921397908,0.3579654950677722,0.006666666666666666,2.639725649324753,-0.10645375914837148,2.8007158836689037,0.2047945205479452,5,5,8.306774621449241,WS
3,150,600,0.053691275167785234,4,5,8.0,2.2533333333333334,13,0.20668345159075302,0.21725230325230327,0.03401052058770179,0.012229880887599007,0.3567862589206135,0.006666666666666667,2.5839070369670587,-0.02359007721388699,2.8100223713646533,0.20668345159075302,5,5,8.311395562544902,WS
4,150,600,0.053691275167785234,3,5,8.0,2.32,13,0.19821673525377229,0.2084940614940615,0.03401052058770179,0.012112582381038758,0.3589307281088521,0.006666666666666666,2.61844455697575,-0.08397654898983789,2.792662192393736,0.19821673525377229,4,4,8.314163164756916,WS
5,150,600,0.053691275167785234,4,5,8.0,2.026666666666667,13,0.21576286764705882,0.22423646723646726,0.03401052058770179,0.01222504383578209,0.35679796480108567,0.006666666666666665,2.5163238959467775,0.03281419699062284,2.8093064876957494,0.21576286764705882,4,4,8.327728810907667,WS
6,150,600,0.053691275167785234,4,5,8.0,2.04,13,0.21709166092350105,0.22179790579790576,0.03401052058770179,0.012359876655178669,0.35415778117725694,0.006666666666666666,2.5191229811991795,-0.04728822862454194,2.829261744966443,0.21709166092350105,5,5,8.284139420317036,WS
7,150,600,0.053691275167785234,4,5,8.0,2.0933333333333333,12,0.2038099609823273,0.2159158249158249,0.027208416470161437,0.012312110768486605,0.3553613162962571,0.006666666666666667,2.461740541882204,-0.007586370368885323,2.822192393736018,0.2038099609823273,6,6,8.315115503206968,WS
8,150,600,0.053691275167785234,4,5,8.0,2.1733333333333333,12,0.218656887462755,0.22786099086099085,0.027208416470161437,0.012376201705060765,0.35404809887664307,0.006666666666666666,2.5909914647890457,0.02022329368006936,2.831677852348993,0.218656887462755,4,4,8.325934396193643,WS
9,150,600,0.053691275167785234,4,5,8.0,2.2533333333333334,13,0.202563515678645,0.21779827579827574,0.03401052058770179,0.012160348267730818,0.3579637955146715,0.006666666666666667,2.5758114332016375,-0.10133235691564856,2.799731543624161,0.202563515678645,5,5,8.291284529812875,WS
10,150,600,0.053691275167785234,4,4,8.0,2.1066666666666665,13,0.17898118402937127,0.19177259777259778,0.03401052058770179,0.012015236713223292,0.3608449600712384,0.006666666666666667,2.534496179056763,-0.008081926658166604,2.778255033557047,0.17898118402937127,5,5,8.303576006192305,WS
11,150,600,0.053691275167785234,4,5,8.0,2.08,13,0.23209366391184574,0.24260365560365557,0.03401052058770179,0.012400991595622465,0.3535248114067201,0.006666666666666665,2.5068357415552116,-0.02930511603375264,2.8353467561521253,0.23209366391184574,4,4,8.314065017203799,WS
12,150,600,0.053691275167785234,4,5,8.0,2.24,15,0.2129120879120879,0.23135834535834532,0.04761472882278251,0.012168813108410422,0.3579683446717707,0.006666666666666667,2.5370606376135383,-0.04781017911752054,2.8009843400447427,0.2129120879120879,5,5,8.310178989632359,WS
13,150,600,0.053691275167785234,4,5,8.0,2.52,14,0.19548872180451127,0.20837939837939837,0.040812624705242155,0.01210411754035915,0.35931455136075746,0.006666666666666667,2.637037189215223,-0.028430255383942744,2.7914093959731545,0.19548872180451127,4,4,8.370819293686239,WS
14,150,600,0.053691275167785234,4,5,8.0,1.7466666666666666,12,0.22373585776956822,0.2342943722943723,0.027208416470161437,0.012494709474575245,0.35192803037576714,0.006666666666666666,2.3790646454994047,-0.055377345345415295,2.8492170022371366,0.22373585776956822,6,6,8.245691175498454,WS
15,150,600,0.053691275167785234,4,5,8.0,1.9866666666666666,12,0.20763393883651415,0.21572919672919666,0.027208416470161437,0.012260112461454743,0.356155667148754,0.006666666666666666,2.5084839801560292,-0.05096219849930094,2.814496644295302,0.20763393883651415,4,4,8.27327716589534,WS
16,150,600,0.053691275167785234,4,5,8.0,2.013333333333333,12,0.19788554355320617,0.20826070226070223,0.027208416470161437,0.012258903198500514,0.3563114846554845,0.006666666666666666,2.5276607983687716,-0.03649775141626355,2.814317673378076,0.19788554355320617,5,5,8.287997107132654,WS
17,150,600,0.053691275167785234,4,5,8.0,1.88,13,0.2425708362128542,0.2555372405372405,0.03401052058770179,0.012501965052300624,0.351823155871845,0.006666666666666667,2.454903772834019,-0.02609395903417216,2.8502908277404924,0.2425708362128542,5,5,8.259678581030132,WS
18,150,600,0.053691275167785234,4,5,8.0,1.8666666666666667,13,0.2184331797235023,0.2302657712657712,0.03401052058770179,0.012327226555414473,0.3549224546405341,0.006666666666666667,2.4530834391941023,-0.05504314192204804,2.8244295302013422,0.2184331797235023,5,5,8.258683168691585,WS
19,150,600,0.053691275167785234,4,5,8.0,2.013333333333333,13,0.2282233969202482,0.24023557923557923,0.03401052058770179,0.012308482979623921,0.3553779764933037,0.006666666666666666,2.512232863289104,-0.0190944299846558,2.82165548098434,0.2282233969202482,4,4,8.296588879330615,WS
20,150,600,0.053691275167785234,4,4,8.0,2.066666666666667,12,0.21699196326061998,0.2281293891293891,0.027208416470161437,0.012161557530685046,0.3580357426894215,0.006666666666666667,2.471429963165923,-0.01576204001373213,2.799910514541387,0.21699196326061998,5,5,8.313669317002443,WS
21,150,600,0.053691275167785234,4,5,8.0,2.44,13,0.2265571526351814,0.24102893402893397,0.03401052058770179,0.012421549065844369,0.35345444295549233,0.006666666666666666,2.6040227114767744,0.026264097846760717,2.8383892617449664,0.2265571526351814,5,5,8.388713486404011,WS
22,150,600,0.053691275167785234,4,5,8.0,2.7066666666666666,12,0.21121962298432886,0.2260894660894661,0.027208416470161437,0.012185138158292521,0.3576206146655147,0.006666666666666667,2.744872743851074,-0.03355258815547883,2.803400447427293,0.21121962298432886,4,4,8.389310757712838,WS
23,150,600,0.053691275167785234,4,5,8.0,2.013333333333333,12,0.23236037692484487,0.24486916786916785,0.027208416470161437,0.01243968801015781,0.35271831391192165,0.006666666666666665,2.5296098663069055,-0.0726511006425958,2.8410738255033556,0.23236037692484487,4,4,8.280504343128214,WS
24,150,600,0.053691275167785234,4,5,8.0,2.1333333333333333,14,0.22018348623853212,0.2326241536241536,0.040812624705242155,0.01222746236169055,0.3568173396837966,0.006666666666666665,2.5271307754307064,-0.04009779951100081,2.8096644295302013,0.22018348623853212,4,4,8.316833712658372,WS
25,150,600,0.053691275167785234,4,5,8.0,2.2533333333333334,12,0.2094300755321584,0.22176527176527172,0.027208416470161437,0.012192393736017895,0.3575154153328397,0.006666666666666667,2.5841602127723116,-0.005370690700731002,2.8044742729306487,0.2094300755321584,5,5,8.33085178501689,WS
26,150,600,0.053691275167785234,4,5,8.0,2.3733333333333335,12,0.18912745545911375,0.2015021645021645,0.027208416470161437,0.011930588306427231,0.36236329998587674,0.006666666666666667,2.5898769788142246,-0.034906951351508335,2.7657270693512306,0.18912745545911375,5,5,8.329400866609298,WS
27,150,600,0.053691275167785234,4,5,8.0,2.4133333333333336,12,0.18625884501255421,0.19926791726791723,0.027208416470161437,0.01205756091662132,0.3601876592285934,0.006666666666666667,2.6270620887642067,-0.09497556400923654,2.784519015659955,0.18625884501255421,5,5,8.312211572076624,WS
28,150,600,0.053691275167785234,3,5,8.0,2.2133333333333334,13,0.22400366468163077,0.2325038665038665,0.03401052058770179,0.012328435818368705,0.3549554388523111,0.006666666666666665,2.593256643993295,-0.046039621135900086,2.8246085011185684,0.22400366468163077,4,4,8.29613781169661,WS
29,150,600,0.053691275167785234,4,4,8.0,2.28,13,0.1873713109128346,0.19754623154623155,0.03401052058770179,0.012006167241066568,0.36100229934304373,0.006666666666666667,2.597884241145755,-0.01849670783277825,2.7769127516778522,0.1873713109128346,4,4,8.329949010120663,WS
30,150,600,0.053691275167785234,4,5,8.0,2.3466666666666667,13,0.22212065813528337,0.23796832796832793,0.03401052058770179,0.012323598766551787,0.35503265871759027,0.006666666666666666,2.5998750610008132,-0.08356882592932606,2.8238926174496646,0.22212065813528337,5,5,8.303060540089175,WS
31,150,600,0.053691275167785234,4,5,8.0,2.5866666666666664,13,0.1939007737824306,0.20303119103119105,0.03401052058770179,0.012050909970373056,0.3601238200046691,0.006666666666666667,2.6561042471018323,-0.05236558412358523,2.7835346756152126,0.1939007737824306,5,5,8.371726202148613,WS
32,150,600,0.053691275167785234,4,5,8.0,1.92,13,0.2562154696132597,0.26989147889147885,0.03401052058770179,0.012610194086704152,0.34963891802589797,0.006666666666666665,2.4745128708582453,-0.08847265119059902,2.8663087248322148,0.2562154696132597,4,4,8.253151475456793,WS
33,150,600,0.053691275167785234,4,5,8.0,2.066666666666667,12,0.20803673938002296,0.22176238576238574,0.027208416470161437,0.012190579841586552,0.35749654022530525,0.006666666666666667,2.540623768674333,-0.0032621489826798198,2.80420581655481,0.20803673938002296,5,5,8.29506725350003,WS
34,150,600,0.053691275167785234,4,5,8.0,2.16,13,0.2248968363136176,0.23487619787619793,0.03401052058770179,0.012335086764616966,0.3548520273275571,0.006666666666666667,2.5590250598238575,0.003892663144021444,2.825592841163311,0.2248968363136176,5,5,8.327614187620172,WS
35,150,600,0.053691275167785234,4,5,8.0,1.8133333333333332,13,0.24146678966789667,0.2484756724756724,0.03401052058770179,0.012511639155934458,0.3515378415898297,0.006666666666666665,2.416882580178547,0.0850965023559263,2.8517225950782996,0.24146678966789667,5,5,8.356612500571387,WS
36,150,300,0.026845637583892617,6,10,4.0,0.7866666666666666,7,0.25651720542231493,0.3058412698412698,0.020406312352621078,0.024641755849809537,0.2175210458366279,0.006666666666666667,1.798250565243989,-0.06685328268042035,4.646979865771812,0.25651720542231493,2,2,4.264823934019708,WS
37,150,300,0.026845637583892617,6,8,4.0,0.8533333333333334,7,0.21784232365145229,0.2473650793650794,0.020406312352621078,0.023683414958582744,0.22363646950312083,0.006666666666666667,1.8996007948254345,-0.12865699717835616,4.505145413870246,0.21784232365145229,2,2,4.275679110634661,WS
38,150,600,0.053691275167785234,4,5,8.0,1.8533333333333333,12,0.18944457248213875,0.1972202982202982,0.027208416470161437,0.012108954592176067,0.35886883803853137,0.006666666666666666,2.412346755716574,-0.05361533425988678,2.7921252796420584,0.18944457248213875,5,5,8.249923384654961,WS
39,150,600,0.053691275167785234,4,5,8.0,2.3866666666666667,12,0.20826672756337064,0.22564454064454065,0.027208416470161437,0.012283088457585103,0.3559369872112126,0.006666666666666667,2.642574018930912,-0.09273030808924049,2.817897091722595,0.20826672756337064,5,5,8.330326441923209,WS
40,150,450,0.040268456375838924,5,8,6.0,0.6266666666666667,8,0.4087940792337832,0.4228888888888888,0.013604208235080718,0.020078602092024913,0.25311608464286717,0.0066666666666666645,1.6745093737507137,-0.08081743735195102,3.971633109619687,0.4087940792337832,4,4,6.138748880076229,WS
41,150,450,0.040268456375838924,6,8,6.0,0.5866666666666667,9,0.44856146469049696,0.46329629629629615,0.020406312352621078,0.021549065844367856,0.24008705248537676,0.006666666666666665,1.584972656889766,-0.06888361045130693,4.189261744966443,0.44856146469049696,4,4,6.15101623286693,WS
42,150,600,0.053691275167785234,4,5,8.0,2.026666666666667,12,0.22679227941176472,0.23841462241462238,0.027208416470161437,0.012354434971884634,0.35436491094950706,0.006666666666666665,2.4802227801988197,-0.054419209561787064,2.8284563758389263,0.22679227941176472,5,5,8.290543608547882,WS
43,150,600,0.053691275167785234,4,5,8.0,1.96,13,0.22705314009661837,0.23601779701779702,0.03401052058770179,0.012343551605296571,0.35456912575679544,0.006666666666666667,2.458171480385531,-0.06952294063515918,2.8268456375838924,0.22705314009661837,5,5,8.265369685999197,WS
44,150,600,0.053691275167785234,4,5,8.0,2.0533333333333332,11,0.21221864951768488,0.22330447330447328,0.020406312352621078,0.012230485519076122,0.3567123651869897,0.006666666666666665,2.52254477293995,-0.047410231623745865,2.810111856823266,0.21221864951768488,5,5,8.28348437025788,WS
45,150,300,0.026845637583892617,6,8,4.0,0.8533333333333334,7,0.23029045643153526,0.2488571428571428,0.020406312352621078,0.023762017050607653,0.2227683837287328,0.006666666666666666,1.8706917925603521,-0.04958597646602829,4.516778523489933,0.23029045643153526,2,2,4.335389852745478,WS
46,150,600,0.053691275167785234,4,5,8.0,1.8533333333333333,12,0.22124913574556349,0.23165897065897062,0.027208416470161437,0.012269786565088578,0.3559068136944867,0.006666666666666667,2.4349895914543214,-0.033425752367209245,2.81592841163311,0.22124913574556349,5,5,8.26818978288104,WS
47,150,300,0.026845637583892617,6,9,4.0,0.7866666666666666,7,0.2127215849843587,0.22295238095238096,0.020406312352621078,0.024025031743152545,0.2211068203163739,0.006666666666666667,1.8149170237100727,-0.033424416270607236,4.555704697986577,0.2127215849843587,2,2,4.323057502289298,WS
